,id,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
6149,4588,9,4,1507,15,9,2,11,0,4,1,0,0,54,38
3500,2624,53,3,6150,9,12,2,3,0,4,1,0,58,49,38
1373,1029,23,2,1986,9,12,2,3,0,4,1,0,0,39,38
8579,6413,6,2,2409,11,8,4,7,3,4,1,0,0,34,38
4530,3365,39,2,6823,5,3,4,7,3,4,0,0,0,29,38
8733,6535,18,3,5064,9,12,4,3,1,4,0,0,0,59,38
6154,4593,2,2,3022,11,8,4,2,3,4,1,0,0,44,38
10415,7770,25,2,8943,11,8,0,2,4,4,1,0,0,39,38
10159,7583,21,4,7165,9,12,2,0,5,4,0,0,0,27,38
7251,5406,3,2,6757,11,8,2,0,0,4,1,0,0,59,38
270,192,35,2,2469,11,8,2,6,0,4,1,0,0,39,38
11107,8284,12,4,3931,15,9,4,3,3,1,1,0,0,44,34
839,627,12,2,8997,9,12,2,3,0,4,1,0,0,49,9
2935,2193,6,2,5462,15,9,4,0,1,4,0,52,0,39,38
14309,10680,38,1,1643,0,5,2,0,0,4,1,0,0,39,38
11778,8790,44,4,688,5,3,2,4,0,4,1,0,0,55,38
13326,9944,23,2,1051,15,9,2,11,0,4,1,60,0,49,38
5156,3837,15,2,7690,9,12,2,0,2,4,1,0,0,39,29
1004,751,24,2,4742,11,8,2,13,0,4,1,0,0,34,38
1213,918,16,2,1468,15,9,4,0,4,4,1,0,0,39,38
4126,3083,15,2,181,11,8,2,6,0,4,1,69,0,39,38
10326,7705,51,2,3695,0,5,6,7,4,2,0,0,0,19,38
12138,9062,36,5,7903,11,8,2,3,5,4,0,96,0,39,38
12254,9149,11,2,2039,15,9,4,7,1,4,0,0,0,39,38
2151,1628,31,2,5263,15,9,2,2,0,4,1,83,0,39,38
12506,9337,21,2,5141,11,8,2,3,5,4,0,0,0,54,38
14683,10973,20,2,704,10,15,2,9,0,4,1,0,0,87,9
13849,10342,22,2,2224,9,12,2,11,0,4,1,0,0,54,38
960,718,18,2,151,8,10,4,13,1,4,1,0,0,39,38
13736,10252,51,1,236,11,8,2,4,0,4,1,0,0,39,38
8354,6240,27,2,9599,11,8,2,2,0,4,1,0,0,68,38
10965,8187,37,2,7923,9,12,4,9,1,4,0,0,0,49,38
12464,9306,29,2,7598,9,12,2,9,0,4,1,0,38,39,38
5040,3753,36,2,5639,7,11,4,3,1,4,0,0,0,59,38
582,435,9,2,4935,15,9,4,0,3,1,0,0,0,34,38
8136,6079,20,2,1415,11,8,2,0,5,4,0,0,0,39,38
15236,11330,18,2,5189,12,13,4,9,1,4,1,92,0,54,38
6203,4632,34,2,1603,11,8,2,2,0,4,1,0,0,39,38
190,135,8,2,2133,7,11,4,3,3,4,1,0,0,39,38
11122,8295,33,5,7035,9,12,0,0,1,2,0,0,0,36,38
11758,8778,42,3,3348,14,14,2,9,0,4,1,0,0,39,38
12721,9493,32,2,7493,11,8,0,2,4,4,1,0,0,39,38
34,22,26,2,3555,9,12,2,6,0,2,1,0,0,39,38
13171,9822,1,2,8345,1,6,4,7,3,4,0,0,0,21,38
13831,10329,2,5,9324,1,6,4,7,3,4,1,0,0,29,38
3260,2446,8,2,7403,0,5,4,2,1,4,1,0,0,39,38
832,622,10,2,1925,11,8,4,0,1,4,1,0,0,39,38
10490,7833,23,2,9066,15,9,2,6,0,4,1,0,0,39,38
14003,10458,22,2,3385,11,8,2,9,5,2,0,0,0,39,38
10031,7494,6,2,7790,15,9,4,11,1,4,0,0,39,39,38
12366,9228,8,2,7291,4,2,4,6,1,4,1,0,0,39,25
2642,1978,32,2,8170,11,8,2,6,0,4,1,58,0,49,38
2509,1887,32,2,503,6,4,2,2,0,4,1,0,0,39,38
15579,11395,24,2,4437,14,14,2,0,0,4,1,0,0,49,38
7112,5301,23,2,8852,15,9,0,6,4,2,0,0,0,39,38
6183,4614,7,5,6259,5,3,4,12,4,4,0,0,0,19,38
8751,6550,3,2,8342,11,8,4,0,3,4,1,0,0,39,38
10317,7698,37,4,318,11,8,2,4,0,4,1,0,0,59,38
14086,10520,1,2,2906,11,8,4,7,3,4,0,0,0,29,38
9486,7088,40,5,1019,11,8,0,3,1,4,0,0,0,49,38
11297,8424,18,2,7605,11,8,5,7,1,2,1,0,0,39,38
3112,2335,8,2,1893,15,9,2,5,0,4,1,0,0,15,38
2932,2190,39,3,6432,2,7,2,3,0,4,1,0,23,39,38
13712,10234,36,1,374,9,12,0,9,4,4,0,0,0,56,38
2659,1991,33,2,6465,11,8,6,6,4,4,0,0,0,39,38
11963,8935,32,2,7286,11,8,2,6,0,4,1,0,0,44,38
724,540,11,2,3756,9,12,4,11,3,4,0,0,0,39,38
5803,4323,6,2,8587,15,9,4,5,3,4,1,0,0,29,38
5496,4096,29,2,2786,9,12,2,11,0,4,1,0,40,39,38
5110,3799,13,2,4421,15,9,0,13,1,4,1,0,0,39,38
3819,2861,32,5,2717,11,8,2,2,0,4,1,0,0,39,31
5414,4034,38,2,3865,10,15,2,3,0,4,1,0,0,74,38
16191,11504,11,2,6665,15,9,2,11,0,2,1,0,0,39,38
11392,8494,33,3,1749,12,13,2,11,0,4,1,0,0,54,38
7191,5364,12,2,6872,15,9,2,0,0,2,1,0,0,49,38
4140,3093,8,2,5997,11,8,4,0,4,4,0,0,0,39,25
8460,6324,14,2,3762,11,8,2,9,0,4,1,0,0,54,38
10136,7566,47,2,7472,15,9,6,0,1,4,0,0,0,39,4
15521,11382,44,1,5405,9,12,5,9,1,4,1,0,0,29,38
4156,3102,18,2,6666,12,13,2,11,0,4,1,0,0,54,38
1208,914,12,4,2671,11,8,2,2,0,4,1,0,0,39,38
14548,10862,3,2,6463,15,9,4,2,3,4,1,0,0,39,38
9553,7141,16,2,227,7,11,0,6,4,0,0,0,0,39,38
487,362,9,2,8091,15,9,4,7,3,4,0,0,0,23,38
14599,10907,24,3,894,11,8,0,2,1,4,1,0,0,54,38
5009,3730,10,2,6109,9,12,4,5,4,4,1,0,0,34,38
267,189,41,1,782,15,9,4,9,1,4,0,0,0,54,38
14219,10620,34,3,6161,7,11,2,11,0,4,1,0,0,37,38
5680,4229,22,2,5438,12,13,4,2,1,4,0,0,0,49,38
12021,8974,2,2,5172,15,9,4,7,3,4,0,0,0,24,38
650,486,22,2,758,9,12,2,9,0,4,1,0,0,39,38
10332,7709,6,2,8358,8,10,4,0,1,4,0,0,0,39,38
8712,6517,58,4,199,12,13,3,9,1,4,0,0,0,49,38
4250,3177,10,2,2473,1,6,4,3,4,4,0,0,0,44,38
12947,9657,22,2,8799,7,11,4,7,3,4,0,0,0,55,38
8960,6701,19,2,4361,6,4,2,5,0,4,1,0,0,39,38
390,288,23,4,6645,14,14,2,9,0,4,1,104,0,68,38
7556,5623,17,2,1581,11,8,0,4,1,4,1,0,0,39,38
14277,10663,18,2,4245,15,9,0,11,4,4,0,0,0,35,38
13475,10050,43,4,21,11,8,2,4,0,0,1,0,0,49,38
8198,6123,27,2,2360,7,11,4,4,3,4,1,0,0,39,38
1314,990,27,2,9438,15,9,0,4,1,4,0,0,0,39,38
13958,10426,20,2,6589,12,13,2,3,0,4,1,0,0,49,6
2993,2239,13,2,8792,9,12,4,9,1,4,1,92,0,44,38
14213,10614,8,5,1670,9,12,4,7,1,4,0,34,0,49,38
14439,10777,18,4,4573,11,8,2,4,0,4,1,0,0,74,38
1176,888,41,2,6198,3,1,2,7,0,4,1,0,0,37,4
4738,3523,24,2,3220,15,9,0,12,4,2,0,0,0,35,38
119,88,10,2,1104,11,8,4,5,1,2,1,0,0,34,38
16424,11553,3,2,6527,15,9,4,11,3,4,1,0,0,29,38
17199,11684,19,4,8737,10,15,2,9,0,4,1,0,0,44,38
16876,11628,10,1,7921,9,12,4,9,1,3,0,0,0,44,38
14718,11000,15,2,3626,11,8,0,7,4,4,0,0,0,34,38
13438,10023,29,2,2383,6,4,5,6,1,4,0,0,0,39,20
11618,8670,14,2,707,11,8,0,0,4,4,0,0,0,37,38
11830,8829,15,2,6184,15,9,2,3,0,4,1,50,0,39,38
1278,963,13,2,9368,11,8,4,0,4,4,1,0,0,40,38
4766,3544,32,2,4106,6,4,0,5,1,4,0,0,0,39,38
4948,3681,27,2,3574,9,12,2,0,0,4,1,43,0,39,38
5254,3906,14,5,6134,10,15,2,9,0,4,1,0,40,68,38
2829,2115,28,2,111,11,8,0,11,1,4,0,0,0,39,38
10147,7574,12,2,4984,11,8,4,7,2,4,0,0,0,39,38
11145,8311,19,5,5622,11,8,2,3,0,4,1,0,0,59,38
5957,4440,29,4,7825,7,11,5,2,1,4,1,0,0,39,38
9421,7037,11,2,1337,15,9,2,11,5,4,0,0,0,39,38
8779,6573,34,2,1449,6,4,4,7,4,2,0,0,0,39,38
7322,5457,11,4,5834,15,9,2,2,0,4,1,0,0,39,38
14102,10532,34,2,1209,15,9,2,11,0,4,1,0,0,39,38
2632,1971,33,2,1663,9,12,2,3,0,4,1,96,0,39,38
14756,11029,5,2,2401,9,12,4,0,3,4,0,0,0,31,38
4004,2995,8,2,7276,7,11,4,2,1,4,1,0,0,29,38
107,78,21,2,4378,9,12,2,3,0,4,1,0,35,53,38
12637,9436,25,2,3477,15,9,2,11,0,4,1,0,0,24,38
2971,2224,32,1,1981,11,8,2,2,0,4,1,0,43,39,38
3605,2708,31,2,8778,15,9,2,12,0,4,1,0,0,39,38
2430,1829,14,2,9331,15,9,2,13,0,4,1,0,0,39,38
1351,1013,40,2,6492,11,8,2,5,0,4,1,0,0,39,38
2531,1902,22,2,9193,15,9,2,3,0,4,1,0,0,47,38
7640,5683,17,2,7336,11,8,2,2,0,4,1,0,0,39,38
7244,5404,8,2,6361,12,13,4,0,3,4,1,0,0,39,38
16680,11594,17,2,9578,11,8,2,7,0,4,1,0,0,29,38
1273,958,38,2,8292,11,8,2,7,0,2,1,0,0,39,38
7049,5257,10,2,7651,15,9,2,6,0,4,1,0,0,39,38
2043,1545,17,2,7483,8,10,4,12,1,4,0,0,39,39,38
16061,11482,37,4,2565,11,8,2,3,0,1,1,0,0,49,38
12677,9462,0,2,750,2,7,4,7,3,4,0,0,0,5,38
154,112,42,2,8577,9,12,4,2,1,4,1,0,0,49,38
1523,1144,20,4,2715,11,8,2,4,0,4,1,0,0,59,38
10780,8051,4,2,5955,11,8,4,5,3,4,1,0,0,34,38
12818,9565,8,2,1837,15,9,4,6,3,4,1,0,0,39,18
10912,8151,2,5,3705,15,9,4,9,3,4,1,0,0,24,38
7978,5954,14,2,5110,11,8,4,2,3,4,1,0,0,41,38
4620,3435,10,2,3622,11,8,4,5,3,4,1,0,0,36,38
12058,8998,8,2,1880,15,9,4,0,1,4,0,0,0,49,38
10521,7859,39,2,7907,12,13,2,9,0,4,1,0,0,39,38
3083,2314,16,2,9046,9,12,5,11,1,4,0,0,0,49,38
775,580,19,2,9085,15,9,2,0,5,2,0,104,0,39,38
322,234,44,2,3361,5,3,2,13,0,4,1,0,0,39,38
12399,9256,28,2,3315,12,13,2,3,0,4,1,0,40,42,38
11260,8400,34,3,5251,9,12,2,3,0,4,1,0,0,39,38
7283,5427,37,1,7039,9,12,4,9,1,4,1,0,0,49,38
20,13,15,2,2410,11,8,4,13,3,4,0,0,0,34,38
16696,11599,7,2,6808,11,8,4,7,3,2,0,0,0,19,38
7872,5867,17,2,1637,14,14,4,12,1,1,1,0,15,39,18
17280,11698,24,2,4219,9,12,2,2,0,1,1,0,0,39,38
5436,4049,2,2,4370,1,6,4,13,3,4,1,0,0,19,38
17327,11704,17,2,6189,11,8,2,6,0,2,1,0,0,39,38
6217,4645,46,2,225,1,6,4,4,1,4,1,0,0,11,38
6498,4845,8,2,525,9,12,4,2,3,4,1,0,0,29,1
6375,4751,19,2,2979,11,8,2,6,0,4,1,0,0,44,38
12425,9278,15,2,3129,1,6,2,2,0,4,1,0,0,39,38
6651,4964,17,2,3292,0,5,2,2,0,4,1,0,0,44,38
5858,4365,46,0,1558,15,9,2,12,0,4,1,0,0,17,38
286,205,20,2,1504,15,9,2,0,5,4,0,80,0,44,38
11922,8901,21,5,8868,11,8,4,7,4,2,0,1,0,37,38
6560,4895,24,2,8492,9,12,2,9,0,4,1,0,0,39,38
12207,9115,9,4,6929,0,5,4,9,1,4,0,0,0,31,38
2757,2063,25,3,5232,11,8,2,3,0,4,1,0,40,59,21
10707,7998,17,2,5236,9,12,4,9,3,4,0,0,0,39,38
3767,2822,20,0,3875,11,8,2,2,0,4,1,0,0,39,38
13648,10180,27,2,256,11,8,4,13,4,4,1,0,0,68,38
7805,5818,16,2,4981,11,8,4,13,1,4,1,0,0,39,38
4739,3524,9,2,4625,9,12,4,0,1,4,1,79,0,64,38
3151,2364,17,4,8818,15,9,2,2,0,4,1,0,0,39,38
16960,11643,15,2,481,0,5,5,2,4,2,0,0,0,39,38
492,367,4,2,686,11,8,4,4,1,4,1,0,0,39,38
4939,3674,27,2,3524,15,9,6,11,1,4,0,0,0,24,38
6750,5034,21,5,7405,11,8,4,7,1,4,1,0,0,39,38
9459,7068,28,4,3880,15,9,4,11,3,4,0,0,0,34,38
3682,2760,58,2,5150,11,8,2,2,0,4,1,0,0,19,38
8939,6682,7,2,7753,15,9,4,0,3,2,0,0,0,19,38
3570,2682,30,2,4170,11,8,2,2,0,4,1,0,0,43,38
2941,2198,9,2,4481,12,13,4,3,3,4,0,0,0,39,38
11923,8902,42,2,871,12,13,2,12,0,4,1,0,0,39,19
5245,3899,37,1,9030,8,10,0,2,1,4,1,0,0,39,38
4653,3458,33,2,6587,7,11,2,12,0,2,1,0,0,39,38
8197,6122,22,2,4730,15,9,2,2,0,4,1,0,0,49,38
8748,6547,16,2,8482,9,12,5,9,1,4,1,63,0,34,38
10319,7700,33,2,2771,11,8,2,13,0,4,1,0,0,68,38
12591,9403,18,1,8205,11,8,2,10,0,2,1,80,0,34,38
1615,1213,30,5,6058,15,9,2,7,0,4,1,0,0,37,38
3080,2312,27,2,4155,11,8,2,2,0,4,1,0,0,39,30
6258,4676,34,2,1119,11,8,2,6,0,4,1,0,0,39,38
16824,11621,23,3,6196,11,8,0,0,4,4,0,0,0,14,38
2687,2012,17,2,6210,15,9,2,0,0,4,1,0,0,39,38
13318,9936,4,2,934,1,6,4,0,2,4,0,0,0,39,38
1787,1342,9,2,7240,11,8,2,13,0,4,1,0,0,64,38
6311,4711,11,2,5304,9,12,4,9,3,4,0,0,15,39,38
15700,11416,29,2,4727,11,8,2,11,0,4,1,0,0,34,38
4784,3560,2,2,6454,15,9,4,0,3,4,1,0,0,27,38
1185,894,34,2,3179,15,9,5,3,1,2,0,0,0,39,38
3740,2802,14,2,3765,15,9,2,7,5,4,0,0,0,39,38
11987,8950,6,2,2907,11,8,2,11,0,4,1,0,0,74,38
6534,4876,21,4,208,7,11,2,11,0,4,1,0,0,59,38
3442,2578,42,0,7170,11,8,6,6,4,4,0,0,0,39,38
7577,5638,8,2,9165,15,9,2,0,5,2,0,0,0,55,38
3736,2799,16,2,5160,8,10,2,11,0,4,1,0,0,35,38
5146,3829,28,1,7045,15,9,2,10,0,4,1,0,0,39,38
1315,991,24,0,6141,9,12,4,3,1,4,1,0,0,39,38
5305,3948,19,2,8088,1,6,4,6,4,4,0,0,0,39,38
45,31,19,2,4500,15,9,4,12,1,4,0,0,0,39,38
9312,6954,15,2,4157,11,8,2,3,0,4,1,0,0,39,20
4996,3717,10,2,6650,11,8,2,6,0,4,1,80,0,39,38
5998,4474,28,2,5138,7,11,2,5,0,4,1,0,0,39,38
11986,8949,34,2,1527,11,8,2,9,0,4,1,0,0,39,38
3533,2652,18,2,4978,0,5,2,2,0,4,1,0,0,39,38
4787,3563,22,2,5873,11,8,2,5,0,4,1,0,0,39,38
1111,838,12,2,6200,11,8,2,6,0,4,1,0,0,37,38
12083,9017,37,2,4367,12,13,0,12,1,4,1,0,0,39,38
11286,8417,13,2,4907,15,9,4,3,1,4,0,0,0,39,8
3178,2383,26,2,7149,11,8,5,5,1,4,1,0,0,39,38
2479,1869,19,2,375,9,12,2,3,0,4,1,0,0,39,38
4924,3661,1,2,3686,11,8,4,6,1,4,0,0,0,29,38
6600,4928,4,2,7426,15,9,4,3,1,4,0,59,0,39,38
14816,11074,3,2,6241,15,9,4,0,3,4,0,0,0,34,38
5732,4268,71,4,1274,11,8,4,3,1,4,1,41,0,11,38
11167,8328,36,2,7330,15,9,5,3,4,2,0,0,0,39,38
14264,10652,24,2,2206,14,14,2,9,5,4,0,0,0,39,38
10510,7851,21,2,1158,8,10,2,3,0,4,1,0,0,54,38
2379,1795,21,2,6298,15,9,2,2,0,4,1,0,0,39,38
1501,1127,16,0,1394,15,9,4,0,3,1,0,0,0,39,38
3184,2389,50,2,7253,11,8,2,10,0,4,1,0,0,23,38
7473,5570,26,1,9256,15,9,5,2,1,2,1,0,0,39,38
4629,3440,10,2,3666,15,9,2,9,0,4,1,0,0,49,38
8488,6343,6,1,3272,9,12,4,9,3,0,1,0,0,29,38
6280,4691,29,0,3145,15,9,2,3,0,4,1,0,0,47,38
8759,6556,26,2,2763,4,2,2,6,5,1,0,0,0,39,39
9198,6870,32,2,5147,12,13,2,3,0,4,1,96,0,49,38
1022,765,9,3,5265,9,12,2,11,0,4,1,0,0,74,38
11684,8722,17,2,3250,15,9,4,0,1,1,0,0,0,34,23
1580,1188,18,2,5080,8,10,4,12,1,4,1,0,0,39,38
7194,5367,22,2,3649,9,12,2,3,0,4,1,0,0,44,38
14514,10834,16,2,2803,11,8,0,6,1,4,1,0,0,39,38
13285,9912,13,2,6688,15,9,0,3,1,4,1,86,0,49,38
1426,1071,16,2,4887,0,5,4,0,1,2,1,0,0,39,38
894,668,32,2,4757,11,8,2,2,0,4,1,0,0,39,38
2909,2175,8,1,595,9,12,2,9,0,4,1,0,0,59,38
10531,7862,25,2,3914,10,15,4,9,1,4,1,0,0,35,38
9387,7011,16,2,7336,7,11,0,9,1,4,1,0,0,49,38
1171,883,10,2,5452,9,12,4,9,1,4,0,0,0,39,38
16336,11532,9,2,7069,9,12,2,9,0,4,1,0,0,49,38
318,231,39,2,4693,15,9,2,9,0,4,1,0,0,39,38
3975,2973,42,2,7864,11,8,4,0,1,4,1,0,0,49,12
12573,9391,20,2,7114,9,12,2,9,0,4,1,0,0,87,38
11316,8441,23,2,2691,8,10,2,0,0,4,1,0,0,39,38
3792,2841,11,2,4780,11,8,2,13,0,4,1,0,0,68,38
3429,2569,25,2,6314,9,12,2,11,0,4,1,0,37,39,38
9092,6797,6,2,5483,11,8,2,0,5,4,0,56,0,39,38
2563,1927,30,5,6119,8,10,2,3,0,4,1,0,0,37,38
11144,8310,19,4,5944,9,12,2,3,0,4,1,0,0,49,19
6705,5003,35,2,4470,7,11,0,9,4,4,0,0,0,31,38
10185,7601,29,5,2138,11,8,5,0,4,4,0,0,0,37,38
7259,5412,23,2,3524,11,8,0,5,1,4,0,0,0,47,38
4068,3043,34,2,1538,11,8,0,2,1,4,1,0,0,39,38
225,160,16,1,1739,11,8,0,12,1,4,0,0,0,54,38
9802,7330,15,0,5375,7,11,0,10,1,4,1,21,0,39,38
4776,3553,22,2,6902,11,8,0,13,1,4,1,0,0,39,38
14525,10845,8,2,9461,11,8,0,7,1,4,1,0,0,39,25
12263,9156,30,2,2571,12,13,2,0,5,4,0,83,0,37,38
3495,2621,15,2,4936,8,10,2,13,0,4,1,0,0,87,38
1752,1315,8,2,8248,11,8,2,0,5,4,0,0,0,39,38
12877,9613,5,2,9224,9,12,4,3,2,4,0,0,0,39,38
6468,4825,14,1,5776,9,12,2,10,0,2,1,0,0,49,38
1721,1292,13,2,8435,9,12,4,0,1,4,1,0,0,49,38
9547,7135,14,2,3909,15,9,2,11,0,4,1,0,45,56,38
464,342,54,4,9468,15,9,5,11,4,2,1,0,33,1,38
6518,4862,25,2,295,7,11,2,3,0,4,1,0,0,59,38
13386,9988,10,2,4984,8,10,0,0,4,4,0,0,0,39,38
7935,5919,12,4,2893,14,14,4,9,3,4,1,0,0,49,21
13535,10093,33,1,2943,9,12,4,9,3,4,0,0,0,39,38
14505,10829,41,4,8346,9,12,2,4,0,4,1,0,0,24,38
11421,8518,45,2,3838,14,14,2,9,0,4,1,0,0,29,38
16622,11585,39,2,6404,15,9,2,13,0,4,1,0,0,59,38
8802,6584,24,3,7370,9,12,2,11,0,4,1,83,0,44,38
2373,1791,43,2,89,15,9,2,2,0,4,1,0,0,39,38
16785,11611,39,2,4040,0,5,2,2,0,4,1,0,0,68,38
5374,4002,31,4,207,15,9,2,9,0,4,1,68,0,44,38
10005,7480,15,2,4492,11,8,4,2,2,4,1,0,0,49,38
13699,10223,33,1,2663,11,8,2,2,0,4,1,0,40,34,38
7470,5567,36,4,8354,0,5,2,4,0,4,1,0,0,59,38
11206,8357,23,2,3976,15,9,2,5,0,4,1,0,0,39,38
6694,4994,16,2,2969,11,8,4,11,3,4,0,0,0,19,38
10268,7661,16,2,6126,0,5,5,7,4,4,0,48,0,34,38
12416,9270,31,1,2561,12,13,4,9,4,4,0,0,9,39,38
14436,10776,23,2,8789,11,8,0,12,4,4,0,0,0,39,38
14401,10748,9,2,5417,15,9,2,3,5,4,0,0,0,24,38
6356,4738,35,2,5281,11,8,5,8,1,4,0,0,0,49,38
1896,1433,16,2,1723,15,9,4,6,1,2,1,0,0,39,38
6845,5113,33,2,6727,15,9,2,10,0,2,1,0,0,68,38
17235,11690,8,2,6733,8,10,4,7,2,1,0,0,0,39,38
8397,6276,9,2,2063,15,9,2,11,0,4,1,0,0,49,10
1030,772,41,2,2889,4,2,0,6,1,2,1,0,0,39,38
4542,3373,19,2,6399,11,8,4,2,1,4,1,0,0,64,38
3870,2899,17,0,6630,15,9,0,10,3,4,1,0,0,69,38
11511,8590,36,2,9030,15,9,2,11,0,4,1,0,0,59,38
11495,8576,18,2,1978,9,12,2,9,0,4,1,0,0,15,38
9621,7195,7,2,7547,11,8,4,6,1,4,1,0,0,39,38
15015,11223,16,2,430,15,9,4,2,1,4,1,0,0,74,38
5347,3980,31,2,4788,8,10,2,2,0,4,1,0,0,39,38
3630,2727,22,2,7031,11,8,6,0,3,4,0,0,0,39,38
12748,9513,18,2,7906,15,9,2,9,0,4,1,0,0,39,38
8114,6065,8,2,9397,5,3,4,6,4,4,1,0,0,39,7
15476,11376,28,2,4904,9,12,0,7,1,4,1,0,0,44,38
5203,3871,14,2,8075,11,8,2,2,0,4,1,0,0,39,38
702,523,13,2,1873,11,8,4,7,4,2,0,0,0,31,38
11735,8757,3,2,6662,2,7,4,6,3,4,1,0,0,39,38
12880,9616,3,2,6501,11,8,4,6,1,4,1,0,0,39,38
6835,5103,33,4,153,11,8,2,3,0,4,1,0,0,44,38
7962,5941,12,2,339,15,9,4,0,1,4,1,0,0,59,38
12394,9251,41,4,2433,11,8,2,4,0,4,1,0,0,68,38
9432,7046,44,2,5702,11,8,2,13,0,4,1,0,0,39,38
623,468,14,0,4096,11,8,2,0,0,4,1,0,0,39,38
13981,10442,28,2,1792,8,10,0,3,1,4,1,0,0,39,38
1728,1299,33,5,8310,12,13,0,9,4,4,0,0,0,39,38
2092,1583,22,2,9486,12,13,2,3,0,4,1,0,0,39,4
8857,6625,6,2,8243,15,9,4,0,3,4,1,0,0,29,38
8617,6440,12,2,2719,11,8,2,7,0,4,1,0,0,34,38
4863,3623,37,2,5809,9,12,0,11,1,2,0,0,0,59,38
10169,7591,5,2,9380,15,9,4,11,3,4,1,0,0,39,38
6144,4585,42,1,8249,12,13,6,9,4,4,0,65,0,59,38
1103,834,43,4,9516,11,8,2,3,0,2,1,0,0,39,38
8981,6717,28,2,5404,11,8,2,3,0,4,1,0,0,59,38
3229,2425,34,2,8232,1,6,4,7,1,2,0,0,0,39,38
4831,3600,29,3,7833,9,12,2,11,0,4,1,0,0,44,38
11164,8326,16,1,8977,15,9,2,10,0,4,1,0,0,39,38
5386,4010,29,2,2579,11,8,2,2,0,4,1,0,0,49,38
10409,7764,38,2,4643,1,6,2,7,0,2,1,0,26,39,38
12830,9576,9,2,852,9,12,4,0,1,4,0,0,0,19,38
14746,11022,19,2,6773,15,9,4,2,1,1,1,0,0,39,24
13393,9993,20,2,882,11,8,4,2,4,4,1,0,0,39,38
3923,2938,29,2,4508,11,8,0,0,4,4,0,0,0,44,38
11175,8334,71,2,4533,11,8,2,2,0,4,1,87,0,49,6
4904,3648,51,3,3001,11,8,6,7,4,4,0,0,0,14,38
5756,4287,35,2,1112,12,13,2,9,0,4,1,0,0,44,38
9619,7194,29,2,3640,12,13,0,3,1,4,0,0,0,49,38
13769,10276,14,2,7178,6,4,4,7,4,4,0,0,0,19,38
5430,4047,17,4,5971,11,8,2,2,0,4,1,0,0,59,38
3204,2406,34,2,1596,15,9,2,12,0,4,1,0,0,39,38
928,696,19,2,5125,11,8,2,11,0,4,1,0,0,39,38
1843,1388,6,2,6069,11,8,2,2,0,4,1,0,0,37,38
8497,6350,3,2,2409,15,9,4,0,3,4,1,0,0,24,38
14163,10573,55,4,3120,15,9,2,4,0,4,1,0,0,71,38
10835,8092,14,2,2812,11,8,4,3,4,4,0,0,0,39,38
17117,11672,48,2,9407,11,8,0,11,4,4,0,0,0,24,38
3446,2581,21,0,1699,12,13,2,3,0,4,1,0,0,39,38
7377,5502,1,2,8364,2,7,4,11,3,2,0,0,0,19,38
5612,4184,15,2,1990,11,8,4,7,1,4,1,0,0,36,38
10990,8208,34,2,3950,11,8,2,2,0,4,1,80,0,49,38
1377,1032,17,5,8875,11,8,5,0,4,4,0,0,0,19,38
6323,4719,40,2,422,11,8,2,2,0,2,1,0,0,51,38
6900,5149,39,4,2311,11,8,2,4,0,4,1,0,0,39,38
3810,2854,30,2,5444,10,15,2,9,0,4,1,0,0,39,19
6200,4629,28,2,1940,15,9,2,3,0,4,1,0,0,39,38
2527,1901,13,2,3828,9,12,4,11,1,4,1,0,0,59,38
8893,6649,25,0,3598,15,9,0,0,2,4,0,0,0,39,32
13905,10382,5,2,2243,1,6,4,7,3,4,0,0,0,29,38
2609,1956,40,2,8258,4,2,4,7,1,4,1,0,0,39,4
3399,2548,25,3,46,15,9,2,9,0,0,1,38,0,29,38
1784,1340,21,2,2194,11,8,4,9,1,4,1,0,0,39,38
10715,8003,5,2,2591,9,12,4,0,3,4,0,0,0,34,38
3698,2773,42,0,897,9,12,3,3,1,4,0,0,0,39,38
8718,6522,16,2,9545,15,9,5,3,4,4,0,0,0,39,38
2436,1835,14,4,8893,10,15,4,9,3,4,0,0,0,47,38
13008,9705,16,2,5741,11,8,0,12,1,4,0,0,0,39,38
13734,10251,36,3,6561,15,9,6,11,1,4,0,0,0,59,38
2891,2162,31,5,2837,15,9,4,9,1,2,0,0,0,23,38
3805,2851,26,2,7221,11,8,2,6,0,4,1,0,0,43,25
17226,11688,5,2,4322,11,8,4,7,1,4,0,0,0,47,38
6865,5126,3,2,9426,11,8,2,11,3,2,1,0,0,31,38
11566,8633,17,2,1998,15,9,2,2,0,4,1,0,0,49,38
4507,3348,8,2,1173,9,12,4,9,3,4,0,0,56,34,38
8950,6692,29,1,5852,9,12,2,10,0,4,1,0,0,39,38
3859,2889,30,2,5308,12,13,2,3,0,4,1,0,0,39,38
4931,3667,20,2,2121,11,8,2,11,0,4,1,0,0,49,38
13635,10171,0,3,3231,0,5,4,7,3,4,1,0,0,3,38
785,589,18,2,4353,11,8,2,6,0,4,1,0,0,39,38
782,587,46,2,7608,5,3,2,13,0,4,1,0,0,59,38
14658,10953,1,2,1591,15,9,4,7,3,4,0,0,0,23,38
14892,11130,10,2,7255,11,8,2,0,5,4,0,0,0,39,38
546,409,21,2,1985,11,8,2,3,0,4,1,0,0,49,38
6279,4690,8,2,5750,9,12,4,0,3,2,1,0,0,34,38
