id,age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,target
8349,28,Private,444304,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
8350,57,Private,182062,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
8351,31,Private,111567,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1
8352,60,Private,200235,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
8353,50,Self-emp-inc,121441,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0,2444,40,United-States,1
8354,38,Private,112093,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
8355,43,Private,336042,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
8356,79,Self-emp-not-inc,103684,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
8357,62,Self-emp-not-inc,197353,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1740,40,United-States,0
8358,49,Private,99179,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
8359,35,Self-emp-not-inc,188563,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
8360,31,Private,259425,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
8361,17,Private,195262,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,17,United-States,0
8362,52,State-gov,149650,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,1
8363,24,Private,194654,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
8364,19,State-gov,149528,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States,0
8365,33,Local-gov,70164,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,0,0,60,United-States,0
8366,35,Private,219902,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,0,0,48,United-States,0
8367,54,Private,378747,10th,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,1
8368,40,Private,111483,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,1
8369,43,Private,456236,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
8370,24,Private,330571,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0
8371,18,Private,89478,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
8372,32,Private,204792,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
8373,22,Private,73266,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
8374,39,Local-gov,357962,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,0
8375,46,Private,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
8376,27,Private,122038,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0
8377,42,Self-emp-inc,161532,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,0
8378,56,Self-emp-not-inc,196307,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0
8379,27,Local-gov,172091,HS-grad,9,Never-married,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,0
8380,18,Private,261720,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
8381,26,Private,109186,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Germany,0
8382,27,Private,38918,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1876,75,United-States,0
8383,58,Private,154950,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
8384,49,Private,177211,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
8385,36,Private,234271,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
8386,22,Private,335453,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
8387,58,Private,151910,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
8388,51,Private,194259,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,0
8389,81,Private,98116,Bachelors,13,Widowed,Sales,Not-in-family,White,Male,0,0,50,United-States,1
8390,43,Federal-gov,263502,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
8391,65,Private,90377,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,6767,0,60,United-States,0
8392,43,Private,96102,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
8393,28,Private,158737,12th,8,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Ecuador,0
8394,56,Self-emp-inc,32316,12th,8,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
8395,46,Self-emp-not-inc,368561,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
8396,43,Federal-gov,287008,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,United-States,1
8397,26,Private,172063,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,0
8398,48,Private,119199,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,44,United-States,0
8399,17,Private,198146,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
8400,40,Local-gov,112362,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
8401,41,Private,45156,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,2174,0,41,United-States,0
8402,21,Private,83704,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8403,32,Private,237903,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
8404,42,Private,226902,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,1
8405,42,Private,96321,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
8406,26,Private,305304,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
8407,55,State-gov,26290,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,38,United-States,0
8408,23,Private,179423,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,5,United-States,0
8409,40,Self-emp-not-inc,93793,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
8410,28,Private,480861,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
8411,64,Federal-gov,301383,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,45,United-States,1
8412,44,Private,355728,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,1980,45,England,0
8413,49,Self-emp-inc,201080,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0
8414,58,Federal-gov,243929,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,48,United-States,0
8415,55,Self-emp-not-inc,168625,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,12,United-States,1
8416,29,Private,105694,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,United-States,0
8417,58,Private,200040,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8418,28,Private,200733,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8419,36,Private,189404,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,35,United-States,1
8420,27,Private,267147,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
8421,62,Private,664366,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
8422,24,Private,216129,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,1408,50,United-States,0
8423,41,State-gov,170924,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
8424,23,Private,135138,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
8425,39,Self-emp-inc,167482,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
8426,34,Private,260560,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
8427,50,Private,146429,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8428,28,Private,215955,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,1
8429,64,Private,110150,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
8430,58,Private,222247,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,1
8431,29,Private,193260,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,30,India,0
8432,25,Private,51201,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
8433,37,Private,126569,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
8434,32,Private,204374,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
8435,36,Private,166549,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,1
8436,50,Federal-gov,166419,11th,7,Never-married,Sales,Not-in-family,Black,Female,3674,0,40,United-States,0
8437,58,Private,175127,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
8438,46,Private,96080,9th,5,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
8439,28,Private,166320,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
8440,18,Private,294387,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
8441,53,Private,79324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
8442,30,Private,231413,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
8443,50,Private,89041,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,50,United-States,1
8444,31,Private,157640,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
8445,33,Private,376483,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,30,United-States,0
8446,38,Private,133963,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
8447,28,Private,233796,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,32,United-States,1
8448,57,Private,204816,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,0
8449,35,Private,200153,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
8450,47,Federal-gov,229646,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,0,0,40,Puerto-Rico,0
8451,48,State-gov,122086,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
8452,43,Private,178780,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,49,United-States,1
8453,22,Private,305466,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
8454,43,Federal-gov,92775,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
8455,37,Private,249720,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,27,United-States,0
8456,24,Private,354351,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
8457,44,Self-emp-inc,33126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,0
8458,36,Local-gov,255454,Bachelors,13,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,0
8459,52,Private,94988,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
8460,31,Private,37546,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,35,United-States,1
8461,54,Private,175594,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8462,22,Private,379778,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
8463,28,Local-gov,263600,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
8464,43,Private,191982,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,55,United-States,0
8465,19,Private,286469,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0
8466,79,Self-emp-inc,309272,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
8467,25,Private,193787,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,50,United-States,0
8468,48,Private,165484,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
8469,74,Private,209454,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
8470,32,Local-gov,191731,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
8471,69,Private,200560,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,20,United-States,0
8472,23,Local-gov,144165,Bachelors,13,Never-married,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,0,0,30,United-States,0
8473,45,Federal-gov,171335,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
8474,47,Federal-gov,224559,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,1
8475,25,Self-emp-not-inc,113436,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,0
8476,17,Private,151141,12th,8,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
8477,50,Private,34067,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
8478,57,Self-emp-inc,107617,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,1
8479,37,Self-emp-not-inc,126738,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,0
8480,34,Private,191291,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
8481,20,Private,117767,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,25,United-States,0
8482,52,State-gov,231166,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
8483,47,State-gov,306473,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
8484,50,State-gov,54709,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46,United-States,0
8485,57,Self-emp-inc,195835,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
8486,25,Private,53903,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8487,43,Federal-gov,155106,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,53,United-States,0
8488,23,Private,24395,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,United-States,0
8489,50,Private,172052,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,35,South,1
8490,46,Self-emp-inc,216414,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,1
8491,29,Private,280618,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
8492,32,Private,175856,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,1
8493,21,Private,119156,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
8494,65,Self-emp-not-inc,115498,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3818,0,10,United-States,0
8495,22,Private,191342,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,50,Taiwan,0
8496,34,Private,204470,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
8497,27,Self-emp-not-inc,37302,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0
8498,18,Private,387568,10th,6,Never-married,Sales,Own-child,White,Male,0,0,10,United-States,0
8499,18,Self-emp-not-inc,87169,HS-grad,9,Never-married,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
8500,55,Private,290124,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
8501,44,Federal-gov,139161,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,1741,40,United-States,0
8502,47,Private,334039,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,44,United-States,1
8503,24,Private,233280,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,37,United-States,0
8504,21,Private,190968,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
8505,62,Self-emp-not-inc,173631,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,0
8506,53,Private,83434,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,21,Japan,1
8507,39,Private,409189,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,0
8508,26,Self-emp-not-inc,201138,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
8509,52,Private,127315,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
8510,31,Private,207201,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
8511,36,Private,176050,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
8512,68,Private,67791,Some-college,10,Widowed,Sales,Not-in-family,White,Male,0,0,40,United-States,0
8513,34,Self-emp-inc,114733,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States,0
8514,53,Private,320510,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
8515,24,Private,276851,HS-grad,9,Divorced,Protective-serv,Own-child,White,Female,0,1762,40,United-States,0
8516,23,Private,189017,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,0
8517,34,Private,295855,11th,7,Divorced,Other-service,Not-in-family,White,Female,0,0,70,United-States,0
8518,52,Private,169182,9th,5,Widowed,Other-service,Not-in-family,White,Female,0,0,25,Puerto-Rico,0
8519,29,Private,246974,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
8520,68,Private,213720,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
8521,39,Local-gov,116666,HS-grad,9,Never-married,Protective-serv,Own-child,Amer-Indian-Eskimo,Male,4650,0,48,United-States,0
8522,44,Private,171484,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
8523,25,Federal-gov,50053,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,0
8524,59,Local-gov,50929,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
8525,51,Private,71046,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,Scotland,0
8526,48,Private,193553,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States,0
8527,32,Private,96016,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
8528,45,Self-emp-inc,145697,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
8529,28,Private,152951,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
8530,46,Private,332355,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
8531,27,Private,199172,Bachelors,13,Never-married,Protective-serv,Own-child,White,Female,0,0,40,United-States,0
8532,44,Self-emp-not-inc,234885,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,1
8533,52,Private,232024,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,0
8534,24,Private,117167,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,United-States,0
8535,23,Private,293091,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,0
8536,20,Private,194504,Some-college,10,Separated,Sales,Unmarried,Black,Female,0,0,40,United-States,0
8537,23,Private,116830,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
8538,31,Private,20511,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,0
8539,38,Private,140854,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
8540,34,Local-gov,93886,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,46,United-States,1
8541,24,Private,192766,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
8542,42,Private,221172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
8543,56,Private,95763,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
8544,40,Private,210013,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
8545,55,Private,106498,10th,6,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,35,United-States,0
8546,25,Private,335005,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3137,0,40,United-States,0
8547,47,Local-gov,148576,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,0
8548,40,Self-emp-not-inc,29036,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,0
8549,50,Private,44368,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
8550,59,Private,193895,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
8551,19,Private,387215,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,1719,16,United-States,0
8552,19,Private,41745,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
8553,48,Local-gov,328610,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
8554,20,Private,227554,Some-college,10,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,18,United-States,0
8555,56,Private,179641,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
8556,70,Federal-gov,163003,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
8557,41,Private,122215,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
8558,60,Private,230545,7th-8th,4,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Cuba,0
8559,39,Private,151023,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,114,0,45,United-States,0
8560,55,Local-gov,253062,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
8561,33,Private,460408,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,3325,0,50,United-States,0
8562,21,Local-gov,276840,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,0
8563,23,Private,117767,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,0
8564,42,Private,33002,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,0
8565,26,Private,167761,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
8566,39,Private,216256,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,Italy,1
8567,22,Private,378104,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
8568,40,Private,117860,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
8569,38,Private,258888,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1
8570,27,Private,110648,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0
8571,22,Private,117363,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0
8572,49,Self-emp-not-inc,200471,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8573,36,Federal-gov,68781,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,0
8574,41,Private,207685,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,21,United-States,0
8575,26,Private,231638,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
8576,19,Private,120691,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States,0
8577,27,Private,408623,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,0,50,United-States,0
8578,27,Private,278617,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
8579,55,Private,183580,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,0
8580,19,Private,213024,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
8581,24,Private,284317,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
8582,19,Private,271521,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,24,United-States,0
8583,35,Private,261382,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
8584,40,Private,222756,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
8585,29,Local-gov,273771,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
8586,26,Private,94652,Some-college,10,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
8587,51,Private,202752,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
8588,17,Private,168807,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
8589,28,Private,142712,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
8590,41,Local-gov,193524,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
